x1,x2,corr,corr2
3,3,-0.2365026868668084,-0.739904374923785
3,4,3.173553408945302e-15,-0.5034016880569734
3,5,0.1720079928357521,-0.3313936952212245
3,6,0.04829120688473471,-0.4551104811722419
3,7,0.1545897332340765,-0.3488119548229001
3,8,0.05329270105981894,-0.4501089869971577
3,9,0.1606055325747766,-0.3427961554822
3,10,0.03284057916450749,-0.4705611088924691
3,11,0.1346308144781305,-0.3687708735788461
3,12,0.09460944823028138,-0.4087922398266952
3,13,0.1084940125942048,-0.3949076754627718
3,14,0.09468921141581561,-0.408712476641161
3,15,0.1295399216642862,-0.3738617663926904
3,16,0.05305294671526801,-0.4503487413417086
3,17,0.1383627345457126,-0.365038953511264
3,18,0.07924540480030248,-0.4241562832566741
3,19,0.1251431240956181,-0.3782585639613585
4,4,-0.05496113084367792,-0.08214766397622092
4,5,-7.767463650493753e-16,-0.02718653313254378
4,6,0.02456214525459294,-0.002624387877950062
4,7,0.03282171830662078,0.00563518517407777
4,8,0.01072563148330441,-0.01646090164923859
4,9,0.03835576155579548,0.01116922842325247
4,10,0.001813732037055698,-0.02537280109548731
4,11,0.03240009309121016,0.005213559958667156
4,12,0.02175330112155925,-0.005433232010983755
4,13,0.02509796920794054,-0.002088563924602462
4,14,0.021967673025915,-0.005218860106628004
4,15,0.03012962948616322,0.002943096353620216
4,16,0.0123090871107809,-0.01487744602176211
4,17,0.03215161195787056,0.004965078825327551
4,18,0.01845917273728901,-0.008727360395253996
4,19,0.0290507358455967,0.001864202713053698
4,20,0.01408146237159743,-0.01310507076094558
5,5,-0.2243908011129973,-0.6775518857301905
5,6,4.454446372662149e-15,-0.4531610846171888
5,7,0.1626401409231504,-0.2905209436940429
5,8,0.04883260040403455,-0.4043284842131588
5,9,0.1538237761397829,-0.2993373084774104
5,10,0.0303618677121441,-0.4227992169050492
5,11,0.1272135844255037,-0.3259475001916896
5,12,0.09010638460658288,-0.3630547000106104
5,13,0.1024964797074404,-0.3506646049097529
5,14,0.089828144301129,-0.3633329403160643
5,15,0.1229148504118138,-0.3302462342053795
5,16,0.05032166192653626,-0.402839422690657
5,17,0.1312852456619105,-0.3218758389552828
5,18,0.07519095377619994,-0.3779701308409933
5,19,0.118725523165097,-0.3344355614520963
5,20,0.05738146538099712,-0.3957796192361961
5,21,0.1299594839067229,-0.3232016007104703
6,6,-0.0720217092078979,-0.1187058485829407
6,7,-2.68531255378005e-15,-0.04668413937504551
6,8,0.02232648850369307,-0.02435765087134975
6,9,0.04731214557236123,0.000628006197318412
6,10,0.008507898902358264,-0.03817624047268456
6,11,0.0406457030109804,-0.00603843636406242
6,12,0.0284665583144322,-0.01821758106061063
6,13,0.03296086150408057,-0.01372327787096225
6,14,0.02884230154342038,-0.01784183783162244
6,15,0.03943968579732818,-0.007244453577714638
6,16,0.01616481763842639,-0.03051932173661643
6,17,0.04212257489970011,-0.004561564475342714
6,18,0.02412661097349188,-0.02255752840155094
6,19,0.03811401365423547,-0.008570125720807349
6,20,0.01840868486874578,-0.02827545450629704
6,21,0.04172162161051025,-0.004962517764532569
6,22,0.02861969883666828,-0.01806444053837454
7,7,-0.2134482146222332,-0.6234894775510036
7,8,3.534830457473578e-15,-0.4100412629287669
7,9,0.1664125621200183,-0.2436287008087521
7,10,0.02452286550413723,-0.3855183974246332
7,11,0.1246992830290818,-0.2853419798996886
7,12,0.08535070599663636,-0.3246905569321341
7,13,0.09742577222421676,-0.3126154907045536
7,14,0.08537246199072313,-0.3246688009380473
7,15,0.1169617149305205,-0.2930795479982499
7,16,0.0478088959988678,-0.3622323669299026
7,17,0.1248827622647601,-0.2851585006640103
7,18,0.07158266843860768,-0.3384585944901627
7,19,0.1128800571549731,-0.2971612057737973
7,20,0.05462655384278806,-0.3554147090859824
7,21,0.1235939313166465,-0.2864473316121239
7,22,0.08493004835677646,-0.3251112145719939
7,23,0.08469840088341406,-0.3253428620453563
8,8,-0.07490755791676552,-0.1254078380142478
8,9,-4.400104550414575e-15,-0.05050028009748664
8,10,0.02709620475854834,-0.0234040753389339
8,11,0.04048237563001698,-0.01001790446746526
8,12,0.03035429074101047,-0.02014598935647176
8,13,0.03392494317330252,-0.01657533692417971
8,14,0.030032682451825,-0.02046759764565724
8,15,0.04099586816688346,-0.009504411930598783
8,16,0.01683096709309485,-0.03366931300438739
8,17,0.0438128426622131,-0.006687437435269138
8,18,0.02505278172850323,-0.02544749836897901
8,19,0.03967081343384434,-0.0108294666636379
8,20,0.01911983950423389,-0.03138044059324835
8,21,0.04340705374982918,-0.00709322634765306
8,22,0.02974758228779098,-0.02075269780969126
8,23,0.02965692695949346,-0.02084335313798878
8,24,0.0311039910330653,-0.01939628906441694
9,9,-0.2267393805613275,-0.6894361008373385
9,10,5.540625970032798e-15,-0.4626967202760054
9,11,0.1340554472947101,-0.3286412729813009
9,12,0.09015893115532927,-0.3725377891206817
9,13,0.1041013370670682,-0.3585953832089428
9,14,0.09068618019695324,-0.3720105400790578
9,15,0.1242448999970152,-0.3384518202789958
9,16,0.05079073078062207,-0.4119059894953889
9,17,0.1326509723640977,-0.3300457479119133
9,18,0.0760499670908113,-0.3866467531851997
9,19,0.1199064354925114,-0.3427902847834997
9,20,0.05803170020740278,-0.4046650200686082
9,21,0.1312919959348363,-0.3314047243411747
9,22,0.0902115754044657,-0.3724851448715453
9,23,0.08987173015334056,-0.3728249901226705
9,24,0.09418922469598554,-0.3685074955800255
9,25,0.1245072206014002,-0.3381894996746109
10,10,-0.04353724673655254,-0.06059667341714782
10,11,-2.781896881871596e-15,-0.01705942668059806
10,12,0.02136315063035127,0.004303723949755988
10,13,0.0182602088884171,0.001200782207821823
10,14,0.01761589951865306,0.0005564728380577817
10,15,0.02368723552733909,0.006627808846743809
10,16,0.009842305876913163,-0.007217120803682114
10,17,0.02546074793303179,0.008401321252436512
10,18,0.01432137336459475,-0.002738053316000525
10,19,0.02320901987732445,0.006149593196729176
10,20,0.01096042089187425,-0.006099005788721031
10,21,0.02530296881258891,0.008243542131993631
10,22,0.01718175344292206,0.0001223267623267806
10,23,0.01740756923683619,0.0003481425562409171
10,24,0.01808417860354086,0.001024751922945585
10,25,0.02390833253825589,0.006848905857660608
10,26,0.00790808235581349,-0.009151344324781787
11,11,-0.189181457355688,-0.5112880716206873
11,12,8.899859509518745e-15,-0.3221066142649905
11,13,0.1394982101139269,-0.1826084041510725
11,14,0.07553230409212533,-0.246574310172874
11,15,0.1037369867469448,-0.2183696275180546
11,16,0.04229060169572757,-0.2798160125692718
11,17,0.1106615734416458,-0.2114450408233535
11,18,0.06357880047142132,-0.258527813793578
11,19,0.09994069180858241,-0.222165922456417
11,20,0.04850370529490039,-0.273602908970099
11,21,0.1094991769711266,-0.2126074372938728
11,22,0.07533159099307576,-0.2467750232719236
11,23,0.07482854457261841,-0.247278069692381
11,24,0.07858202904734379,-0.2435245852176556
11,25,0.1038895227347693,-0.2182170915302301
11,26,0.0343662333618016,-0.2877403809031978
11,27,0.1286373212832062,-0.1934692929817932
12,12,-0.1336133331622293,-0.2942860383507185
12,13,-4.375381352750117e-15,-0.1606727051884936
12,14,0.05368072053540499,-0.1069919846530842
12,15,0.07303690859859541,-0.08763579658989376
12,16,0.03005700874473871,-0.1306156964437505
12,17,0.07816812806174933,-0.08250457712673984
12,18,0.04451952575802025,-0.1161531794304689
12,19,0.07086852919584727,-0.0898041759926419
12,20,0.03400246252911138,-0.1266702426593778
12,21,0.07747015012749164,-0.08320255506099752
12,22,0.05300779852833962,-0.1076649066601496
12,23,0.05312471185982831,-0.1075479933286609
12,24,0.05550222148727162,-0.1051704837012176
12,25,0.07337115597580367,-0.0873015492126855
12,26,0.02427298511143977,-0.1363997200770494
12,27,0.09084157099882473,-0.06983113418966444
12,28,0.02372930366742062,-0.1369434015210685
13,13,-0.1519604333139464,-0.3597881929506085
13,14,6.033644514537038e-15,-0.2078277596366561
13,15,0.1349426252767855,-0.07288513435987665
13,16,0.03435040745228633,-0.1734773521843758
13,17,0.08945042909604488,-0.1183773305406172
13,18,0.05243479750666577,-0.1553929621299963
13,19,0.07943395673172365,-0.1283938029049385
13,20,0.03960251817405055,-0.1682252414626116
13,21,0.08798843249291546,-0.1198393271437466
13,22,0.0606976945312119,-0.1471300651054502
13,23,0.05991880341262372,-0.1479089562240384
13,24,0.06312539607450171,-0.1447023635621604
13,25,0.08344976154276418,-0.1243779980938979
13,26,0.02760958955312373,-0.1802181700835384
13,27,0.1033438406462303,-0.1044839189904318
13,28,0.02695950317004179,-0.1808682564666203
13,29,0.09928458208692793,-0.1085431775497342
14,14,-0.1334236456394334,-0.2936404685808875
14,15,-8.198309288455258e-15,-0.1602168229414623
14,16,0.03356169530468263,-0.1266551276367715
14,17,0.07940526270198076,-0.08081156023947339
14,18,0.04214661294625431,-0.1180702099951998
14,19,0.0721029547622991,-0.08811386817915505
14,20,0.03278628929641432,-0.1274305336450398
14,21,0.07764581239878625,-0.0825710105426679
14,22,0.05283169507534723,-0.1073851278661069
14,23,0.05371966867869613,-0.106497154262758
14,24,0.05548937514155878,-0.1047274477998954
14,25,0.0732245869029628,-0.08699223603849135
14,26,0.0243093725975859,-0.1359074503438683
14,27,0.090690561339797,-0.06952626160165715
14,28,0.02370980644837409,-0.1365070164930801
14,29,0.08711492044610486,-0.07310190249534929
14,30,0.02906319005536645,-0.1311536328860877
15,15,-0.1825913510681407,-0.4826477644321419
15,16,7.661355350117729e-15,-0.3000564133639936
15,17,0.1219880456562584,-0.1780683677077428
15,18,0.0617081632597814,-0.2383482501042198
15,19,0.09617633028622503,-0.2038800830777762
15,20,0.04702708293691915,-0.2530293304270821
15,21,0.1056319871622328,-0.1944244262017684
15,22,0.07286425762655444,-0.2271921557374468
15,23,0.07213546917434749,-0.2279209441896538
15,24,0.07579015489344426,-0.224266258470557
15,25,0.1003198005423905,-0.1997366128216107
15,26,0.03311365505208447,-0.2669427583119168
15,27,0.1241812748886924,-0.1758751384753088
15,28,0.03239793532032348,-0.2676584780436778
15,29,0.119258336721349,-0.1807980766426522
15,30,0.03975859861069459,-0.2602978147533067
15,31,0.1236337107576577,-0.1764227026063435
